ID,ID_PRODUCT,AMOUNT,PRICE,DATE
1384,3,3,20.47,'2022-04-09 13:41:04'
1385,3,11,112.28,'2023-06-12 13:41:04'
1386,2,17,31.16,'2020-11-26 13:41:04'
1387,3,14,46.04,'2021-01-28 13:41:04'
1388,1,6,29.77,'2023-04-30 13:41:04'
1389,3,2,76.57,'2022-09-16 13:41:04'
1390,3,6,61.0,'2023-10-27 13:41:04'
1391,3,11,111.35,'2022-11-01 13:41:04'
1392,2,7,81.57,'2024-12-02 13:41:04'
1393,3,8,85.44,'2021-03-09 13:41:04'
1394,1,18,104.37,'2023-07-23 13:41:04'
1395,1,3,105.86,'2022-10-27 13:41:04'
1396,2,3,24.71,'2024-05-28 13:41:04'
1397,1,2,106.02,'2024-10-18 13:41:04'
1398,2,5,47.47,'2023-02-09 13:41:04'
1399,2,15,38.87,'2023-10-24 13:41:04'
1400,2,11,106.61,'2021-06-22 13:41:04'
1401,1,19,24.94,'2022-07-30 13:41:04'
1402,1,3,38.17,'2022-01-02 13:41:04'
1403,2,12,73.88,'2024-08-29 13:41:04'
1404,1,15,20.53,'2020-11-10 13:41:04'
1405,2,18,83.75,'2020-12-21 13:41:04'
1406,2,10,96.63,'2020-09-25 13:41:04'
1407,1,7,116.17,'2022-10-01 13:41:04'
1408,1,1,118.06,'2021-12-08 13:41:04'
1409,1,15,81.66,'2023-06-15 13:41:04'
1410,2,11,81.71,'2024-07-11 13:41:04'
1411,1,19,62.57,'2023-05-12 13:41:04'
1412,3,14,69.04,'2023-03-10 13:41:04'
1413,3,9,97.66,'2022-07-23 13:41:04'
1414,1,11,24.4,'2022-01-17 13:41:04'
1415,3,2,26.29,'2022-04-26 13:41:04'
1416,2,6,80.91,'2020-06-21 13:41:04'
1417,2,4,117.75,'2024-05-14 13:41:04'
1418,1,7,32.54,'2025-02-18 13:41:04'
1419,3,7,21.38,'2023-01-09 13:41:04'
1420,2,9,64.2,'2021-09-22 13:41:04'
1421,2,4,88.83,'2022-12-21 13:41:04'
1422,2,5,89.11,'2024-03-26 13:41:04'
1423,1,18,53.35,'2021-09-24 13:41:04'
1424,1,4,54.42,'2020-08-08 13:41:04'
1425,3,7,70.68,'2024-10-02 13:41:04'
1426,2,6,86.12,'2024-09-30 13:41:04'
1427,3,13,47.14,'2025-01-18 13:41:04'
1428,3,16,35.41,'2024-06-29 13:41:04'
1429,2,6,94.91,'2022-02-14 13:41:04'
1430,3,4,49.14,'2021-02-01 13:41:04'
1431,2,19,31.1,'2020-12-07 13:41:04'
1432,1,9,82.18,'2021-09-06 13:41:04'
1433,1,13,100.59,'2024-05-19 13:41:04'
1434,3,19,22.49,'2024-07-26 13:41:04'
1435,2,20,24.72,'2023-09-21 13:41:04'
1436,2,20,49.23,'2024-10-29 13:41:04'
1437,1,16,39.83,'2023-12-06 13:41:04'
1438,3,17,87.38,'2023-07-04 13:41:04'
1439,2,12,96.21,'2025-01-10 13:41:04'
1440,2,4,42.85,'2022-06-15 13:41:04'
1441,1,19,96.3,'2022-10-09 13:41:04'
1442,3,13,75.47,'2022-10-24 13:41:04'
1443,3,13,61.48,'2025-01-17 13:41:04'
1444,3,7,89.53,'2020-11-18 13:41:04'
1445,1,9,94.65,'2024-07-16 13:41:04'
1446,3,7,87.54,'2022-03-30 13:41:04'
1447,2,11,81.46,'2023-06-26 13:41:04'
1448,2,6,47.7,'2023-01-11 13:41:04'
1449,2,17,96.39,'2020-08-14 13:41:04'
1450,2,15,81.34,'2023-02-24 13:41:04'
1451,1,20,85.89,'2022-08-10 13:41:04'
1452,2,16,116.86,'2025-01-22 13:41:04'
1453,3,16,113.8,'2021-11-20 13:41:04'
1454,3,6,38.3,'2020-06-13 13:41:04'
1455,1,20,70.77,'2021-05-26 13:41:04'
1456,2,7,21.21,'2021-12-28 13:41:04'
1457,2,8,100.58,'2024-12-22 13:41:04'
1458,3,20,61.26,'2022-05-28 13:41:04'
1459,3,12,52.58,'2023-03-19 13:41:04'
1460,1,19,39.71,'2020-06-23 13:41:04'
1461,2,14,61.48,'2020-09-22 13:41:04'
1462,2,19,36.26,'2024-10-04 13:41:04'
1463,1,10,87.51,'2022-12-17 13:41:04'
1464,1,8,102.47,'2021-01-06 13:41:04'
1465,3,13,96.45,'2021-01-19 13:41:04'
1466,2,2,117.41,'2022-12-09 13:41:04'
1467,3,5,51.79,'2023-02-02 13:41:04'
1468,2,19,95.81,'2023-05-25 13:41:04'
1469,1,20,103.29,'2023-10-14 13:41:04'
1470,3,3,52.69,'2023-05-16 13:41:04'
1471,1,6,62.36,'2025-03-10 13:41:04'
1472,1,13,81.62,'2021-02-18 13:41:04'
1473,1,13,26.75,'2022-06-18 13:41:04'
1474,3,10,47.8,'2023-08-14 13:41:04'
1475,2,14,79.55,'2024-02-22 13:41:04'
1476,1,9,116.05,'2023-12-12 13:41:04'
1477,2,18,78.6,'2023-11-09 13:41:04'
1478,1,20,32.37,'2021-01-03 13:41:04'
1479,3,8,106.36,'2022-05-08 13:41:04'
1480,2,1,66.1,'2020-06-13 13:41:04'
1481,2,17,104.65,'2023-07-07 13:41:04'
1482,1,15,65.11,'2022-10-14 13:41:04'
1483,3,18,33.13,'2024-04-25 13:41:04'
1484,2,11,29.02,'2021-05-20 13:41:04'
1485,2,6,63.85,'2023-05-09 13:41:04'
1486,3,14,64.66,'2024-03-07 13:41:04'
1487,3,10,101.04,'2024-06-07 13:41:04'
1488,1,8,20.47,'2022-04-28 13:41:04'
1489,1,12,35.85,'2021-10-19 13:41:04'
1490,1,6,36.42,'2023-09-14 13:41:04'
1491,1,6,28.25,'2023-03-13 13:41:04'
1492,2,7,110.8,'2021-05-21 13:41:04'
1493,3,18,92.27,'2023-12-05 13:41:04'
1494,1,20,116.89,'2020-12-23 13:41:04'
1495,2,3,75.88,'2021-10-22 13:41:04'
1496,3,18,30.88,'2020-05-01 13:41:04'
1497,2,6,33.45,'2022-05-09 13:41:04'
1498,1,16,74.5,'2024-06-03 13:41:04'
1499,1,17,107.17,'2023-07-20 13:41:04'
1500,2,17,34.3,'2022-09-27 13:41:04'
1501,1,11,62.25,'2021-10-02 13:41:04'
1502,3,2,78.74,'2022-02-05 13:41:04'
1503,3,12,33.92,'2023-06-26 13:41:04'
1504,1,19,38.12,'2020-05-25 13:41:04'
1505,1,9,62.68,'2025-03-17 13:41:04'
1506,1,9,94.34,'2023-03-05 13:41:04'
1507,2,9,62.9,'2021-04-05 13:41:04'
1508,2,15,99.49,'2025-03-04 13:41:04'
1509,2,7,72.62,'2021-03-11 13:41:04'
1510,1,6,92.14,'2024-03-16 13:41:04'
1511,1,1,112.27,'2022-10-21 13:41:04'
1512,3,2,40.49,'2025-01-28 13:41:04'
1513,2,11,49.33,'2022-09-25 13:41:04'
1514,1,1,113.23,'2021-07-07 13:41:04'
1515,3,11,98.01,'2023-06-17 13:41:04'
1516,2,7,75.28,'2022-04-05 13:41:04'
1517,2,4,38.5,'2025-01-20 13:41:04'
1518,3,19,108.59,'2023-01-09 13:41:04'
1519,2,9,39.15,'2024-04-28 13:41:04'
1520,2,1,38.49,'2021-04-18 13:41:04'
1521,3,17,63.68,'2020-06-27 13:41:04'
1522,1,19,29.86,'2024-01-16 13:41:04'
1523,3,17,84.27,'2020-09-21 13:41:04'
1524,3,19,116.15,'2024-07-14 13:41:04'
1525,3,17,38.39,'2022-03-07 13:41:04'
1526,2,9,21.61,'2022-06-12 13:41:04'
1527,2,5,22.15,'2020-06-02 13:41:04'
1528,1,8,64.62,'2021-05-26 13:41:04'
1529,2,9,73.0,'2020-12-21 13:41:04'
1530,2,3,60.31,'2022-05-07 13:41:04'
1531,1,13,35.16,'2024-11-11 13:41:04'
1532,3,1,82.33,'2024-12-16 13:41:04'
1533,2,18,90.34,'2021-03-02 13:41:04'
1534,2,11,29.38,'2024-11-29 13:41:04'
1535,3,20,96.45,'2021-06-21 13:41:04'
1536,3,4,90.99,'2023-12-02 13:41:04'
1537,3,20,50.14,'2021-08-12 13:41:04'
1538,2,11,60.92,'2021-10-06 13:41:04'
1539,1,13,90.33,'2025-02-15 13:41:04'
1540,1,5,65.26,'2023-09-12 13:41:04'
1541,2,19,86.98,'2022-02-25 13:41:04'
1542,3,6,57.16,'2024-02-21 13:41:04'
1543,1,14,45.78,'2022-06-06 13:41:04'
1544,1,16,94.48,'2020-09-11 13:41:04'
1545,2,7,90.63,'2023-07-13 13:41:04'
1546,2,9,94.81,'2024-04-19 13:41:04'
1547,2,4,59.5,'2021-04-13 13:41:04'
1548,1,2,53.3,'2024-12-06 13:41:04'
1549,3,12,35.59,'2021-06-09 13:41:04'
1550,3,12,100.13,'2024-12-03 13:41:04'
1551,1,11,34.0,'2022-06-04 13:41:04'
1552,2,4,22.79,'2022-05-08 13:41:04'
1553,3,17,27.5,'2023-04-15 13:41:04'
1554,1,14,67.05,'2023-06-02 13:41:04'
1555,3,14,36.71,'2021-09-22 13:41:04'
1556,2,7,107.7,'2023-09-25 13:41:04'
1557,3,19,64.12,'2021-10-23 13:41:04'
1558,2,1,37.46,'2020-04-16 13:41:04'
1559,1,2,112.58,'2020-10-26 13:41:04'
1560,2,11,56.41,'2024-01-06 13:41:04'
1561,2,16,23.63,'2023-02-11 13:41:04'
1562,2,14,78.08,'2024-07-27 13:41:04'
1563,1,10,103.34,'2022-12-19 13:41:04'
1564,2,15,114.42,'2021-11-30 13:41:04'
1565,2,18,86.07,'2022-04-19 13:41:04'
1566,2,2,68.88,'2023-09-23 13:41:04'
1567,2,18,21.11,'2021-04-05 13:41:04'
1568,2,7,41.45,'2024-06-23 13:41:04'
1569,2,15,26.92,'2022-12-31 13:41:04'
1570,3,17,32.94,'2023-09-27 13:41:04'
1571,1,10,28.1,'2023-04-14 13:41:04'
1572,3,20,96.46,'2023-03-10 13:41:04'
1573,3,7,117.08,'2020-05-13 13:41:04'
1574,2,8,85.04,'2022-11-03 13:41:04'
1575,3,8,25.06,'2023-06-16 13:41:04'
1576,1,14,72.03,'2020-07-27 13:41:04'
1577,1,20,52.01,'2023-03-02 13:41:04'
1578,3,3,47.24,'2025-03-25 13:41:04'
1579,1,5,72.4,'2023-05-24 13:41:04'
1580,1,6,42.83,'2023-06-01 13:41:04'
1581,2,1,60.96,'2023-11-30 13:41:04'
1582,1,7,88.14,'2021-08-04 13:41:04'
1583,2,16,73.01,'2020-06-05 13:41:04'
1584,3,20,81.85,'2023-06-19 13:41:04'
1585,1,17,103.32,'2023-07-29 13:41:04'
1586,3,12,98.16,'2022-01-21 13:41:04'
1587,1,3,75.92,'2022-02-07 13:41:04'
1588,1,15,82.35,'2024-03-28 13:41:04'
1589,1,18,48.1,'2024-09-21 13:41:04'
1590,1,2,108.53,'2020-08-24 13:41:04'
1591,2,11,85.02,'2023-05-26 13:41:04'
1592,1,3,98.93,'2024-03-28 13:41:04'
1593,2,19,98.45,'2023-06-01 13:41:04'
1594,3,3,42.44,'2024-10-03 13:41:04'
1595,3,4,57.59,'2020-10-05 13:41:04'
1596,2,2,79.96,'2025-03-03 13:41:04'
1597,3,20,28.04,'2023-10-22 13:41:04'
1598,1,13,21.94,'2022-01-29 13:41:04'
1599,3,7,103.04,'2020-12-30 13:41:04'
1600,1,1,71.89,'2024-09-24 13:41:04'
1601,1,2,32.47,'2022-01-03 13:41:04'
1602,2,6,101.58,'2021-12-14 13:41:04'
1603,2,6,108.53,'2021-03-17 13:41:04'
1604,1,18,27.93,'2022-03-18 13:41:04'
1605,1,8,28.8,'2023-10-14 13:41:04'
1606,3,3,74.46,'2021-10-16 13:41:04'
1607,3,19,39.73,'2021-02-24 13:41:04'
1608,1,1,92.9,'2021-05-06 13:41:04'
1609,3,4,72.61,'2023-12-08 13:41:04'
1610,3,3,30.99,'2020-06-18 13:41:04'
1611,3,19,35.04,'2023-12-17 13:41:04'
1612,1,1,54.33,'2022-11-18 13:41:04'
1613,2,7,56.59,'2021-12-11 13:41:04'
1614,1,13,49.14,'2022-08-15 13:41:04'
1615,2,8,22.76,'2022-03-22 13:41:04'
1616,1,11,24.91,'2022-08-26 13:41:04'
1617,1,14,87.78,'2024-09-22 13:41:04'
1618,3,11,85.09,'2024-12-05 13:41:04'
1619,1,18,82.45,'2025-02-07 13:41:04'
1620,3,1,117.62,'2022-10-31 13:41:04'
1621,3,10,25.6,'2025-01-03 13:41:04'
1622,1,2,116.74,'2021-09-18 13:41:04'
1623,1,16,45.93,'2023-09-03 13:41:04'
1624,3,10,60.52,'2023-09-21 13:41:04'
1625,1,14,118.91,'2023-07-26 13:41:04'
1626,1,8,44.4,'2020-05-22 13:41:04'
1627,2,1,89.05,'2022-12-24 13:41:04'
1628,3,7,59.32,'2024-05-26 13:41:04'
1629,3,1,93.51,'2024-12-24 13:41:04'
1630,3,18,95.26,'2022-11-24 13:41:04'
1631,2,9,39.07,'2021-02-11 13:41:04'
1632,1,3,92.67,'2021-06-16 13:41:04'
1633,2,20,100.55,'2024-04-11 13:41:04'
1634,2,19,54.42,'2022-08-15 13:41:04'
1635,1,10,94.13,'2021-01-22 13:41:04'
1636,1,15,82.63,'2022-12-23 13:41:04'
1637,2,15,21.29,'2021-11-14 13:41:04'
1638,1,1,95.89,'2023-04-13 13:41:04'
1639,1,10,97.13,'2025-01-14 13:41:04'
1640,1,18,111.33,'2024-06-27 13:41:04'
1641,1,2,69.79,'2020-12-07 13:41:04'
1642,3,5,38.53,'2022-12-30 13:41:04'
1643,3,11,66.59,'2024-07-31 13:41:04'
1644,3,3,117.32,'2021-02-01 13:41:04'
1645,1,11,105.71,'2022-09-11 13:41:04'
1646,3,8,106.53,'2021-03-30 13:41:04'
1647,2,5,27.0,'2023-04-22 13:41:04'
1648,2,2,45.26,'2024-11-19 13:41:04'
1649,1,17,51.25,'2023-11-28 13:41:04'
1650,1,12,82.52,'2021-07-07 13:41:04'
1651,2,12,56.6,'2021-10-30 13:41:04'
1652,3,16,99.04,'2022-08-07 13:41:04'
1653,3,10,94.76,'2024-03-13 13:41:04'
1654,3,8,37.52,'2024-02-25 13:41:04'
1655,3,16,74.87,'2021-07-21 13:41:04'
1656,2,17,91.95,'2022-02-01 13:41:04'
1657,1,7,59.84,'2023-01-14 13:41:04'
1658,2,12,79.51,'2022-08-16 13:41:04'
1659,2,12,26.46,'2024-06-26 13:41:04'
1660,2,12,34.41,'2021-06-29 13:41:04'
1661,3,9,105.07,'2020-08-14 13:41:04'
1662,3,9,105.61,'2022-01-13 13:41:04'
1663,2,4,106.56,'2024-11-10 13:41:04'
1664,1,9,98.27,'2021-02-25 13:41:04'
1665,3,7,39.76,'2022-03-12 13:41:04'
1666,2,20,83.97,'2023-08-25 13:41:04'
1667,3,3,71.21,'2023-08-24 13:41:04'
1668,3,17,101.41,'2024-10-11 13:41:04'
1669,3,13,20.21,'2020-07-02 13:41:04'
1670,1,16,23.76,'2020-04-28 13:41:04'
1671,1,10,88.66,'2025-01-14 13:41:04'
1672,3,17,40.38,'2024-12-21 13:41:04'
1673,3,11,63.63,'2021-08-28 13:41:04'
1674,2,15,56.86,'2021-07-31 13:41:04'
1675,3,1,46.9,'2023-08-16 13:41:04'
1676,2,15,115.27,'2021-06-02 13:41:04'
1677,3,12,116.9,'2022-09-27 13:41:04'
1678,1,18,78.6,'2021-06-23 13:41:04'
1679,2,13,116.0,'2021-02-03 13:41:04'
1680,3,1,94.46,'2021-09-22 13:41:04'
1681,2,4,25.78,'2020-04-01 13:41:04'
1682,1,1,111.83,'2022-08-16 13:41:04'
1683,1,19,89.85,'2020-07-02 13:41:04'
1684,2,12,116.15,'2024-06-23 13:41:04'
1685,1,13,86.77,'2020-03-27 13:41:04'
1686,3,4,38.93,'2021-05-18 13:41:04'
1687,2,19,36.55,'2023-09-15 13:41:04'
1688,2,20,26.31,'2021-03-31 13:41:04'
1689,2,16,105.03,'2024-06-28 13:41:04'
1690,1,10,57.01,'2022-04-20 13:41:04'
1691,2,6,41.76,'2021-11-19 13:41:04'
1692,3,14,110.22,'2023-11-08 13:41:04'
1693,3,11,84.37,'2022-11-02 13:41:04'
1694,1,15,82.43,'2024-10-17 13:41:04'
1695,3,13,43.55,'2024-10-04 13:41:04'
1696,1,19,103.17,'2023-08-25 13:41:04'
1697,3,12,27.2,'2022-10-17 13:41:04'
1698,3,5,64.4,'2022-08-25 13:41:04'
1699,1,7,99.35,'2024-04-15 13:41:04'
1700,3,8,80.14,'2023-05-22 13:41:04'
1701,1,16,80.47,'2022-05-12 13:41:04'
1702,1,3,34.76,'2020-04-03 13:41:04'
1703,1,9,75.21,'2021-04-03 13:41:04'
1704,3,12,32.39,'2020-05-05 13:41:04'
1705,3,14,52.51,'2021-11-13 13:41:04'
1706,3,16,31.85,'2023-04-03 13:41:04'
1707,3,3,59.01,'2021-04-28 13:41:04'
1708,3,19,104.77,'2023-04-26 13:41:04'
1709,1,8,78.94,'2021-10-10 13:41:04'
1710,1,13,104.38,'2023-08-03 13:41:04'
1711,3,12,112.76,'2021-09-11 13:41:04'
1712,2,15,102.27,'2021-03-07 13:41:04'
1713,3,15,68.01,'2023-09-09 13:41:04'
1714,2,4,20.52,'2022-02-10 13:41:04'
1715,3,13,108.27,'2022-09-15 13:41:04'
1716,2,12,53.67,'2023-03-25 13:41:04'
1717,1,9,116.87,'2021-06-24 13:41:04'
1718,3,15,119.13,'2022-12-20 13:41:04'
1719,2,19,115.32,'2024-08-09 13:41:04'
1720,1,5,113.59,'2024-03-01 13:41:04'
1721,3,14,62.55,'2023-04-12 13:41:04'
1722,1,3,59.03,'2023-06-29 13:41:04'
1723,3,10,43.01,'2020-10-01 13:41:04'
1724,1,16,79.94,'2024-07-30 13:41:04'
1725,2,19,73.63,'2021-04-16 13:41:04'
1726,1,14,41.66,'2022-09-25 13:41:04'
1727,3,3,79.04,'2022-02-26 13:41:04'
1728,2,14,88.3,'2023-08-14 13:41:04'
1729,1,16,40.33,'2023-10-14 13:41:04'
1730,3,2,37.4,'2022-04-12 13:41:04'
1731,1,11,85.79,'2023-05-31 13:41:04'
1732,2,20,67.79,'2025-03-21 13:41:04'
1733,2,10,40.51,'2025-03-15 13:41:04'
1734,2,8,117.49,'2023-05-21 13:41:04'
1735,2,18,61.12,'2023-06-10 13:41:04'
1736,3,18,101.54,'2023-05-09 13:41:04'
1737,2,1,114.87,'2025-02-18 13:41:04'
1738,3,11,110.59,'2022-02-06 13:41:04'
1739,2,11,25.96,'2022-11-30 13:41:04'
1740,3,3,33.32,'2021-02-17 13:41:04'
1741,1,1,65.99,'2023-04-22 13:41:04'
1742,1,11,78.76,'2022-02-27 13:41:04'
1743,3,20,48.09,'2022-07-03 13:41:04'
1744,1,18,48.66,'2020-08-10 13:41:04'
1745,2,14,30.26,'2021-10-14 13:41:04'
1746,1,17,21.95,'2020-06-03 13:41:04'
1747,1,2,110.64,'2020-05-07 13:41:04'
1748,2,12,76.08,'2023-09-20 13:41:04'
1749,3,16,37.65,'2025-02-15 13:41:04'
1750,3,9,92.67,'2021-05-06 13:41:04'
1751,3,3,26.22,'2024-05-22 13:41:04'
1752,1,14,80.26,'2020-12-08 13:41:04'
1753,1,6,32.88,'2024-11-21 13:41:04'
1754,3,16,74.81,'2021-04-04 13:41:04'
1755,1,4,46.2,'2021-07-16 13:41:04'
1756,1,6,111.66,'2020-04-18 13:41:04'
1757,1,5,111.12,'2023-03-01 13:41:04'
1758,2,16,33.66,'2025-01-30 13:41:04'
1759,2,3,88.9,'2021-12-05 13:41:04'
1760,1,1,93.48,'2021-08-21 13:41:04'
1761,3,18,51.38,'2021-09-25 13:41:04'
1762,1,3,56.84,'2023-04-17 13:41:04'
1763,2,19,58.91,'2020-07-05 13:41:04'
1764,2,20,104.22,'2022-01-09 13:41:04'
1765,3,11,69.77,'2022-03-08 13:41:04'
1766,3,16,100.64,'2022-07-25 13:41:04'
1767,3,3,107.13,'2021-08-11 13:41:04'
1768,2,9,31.17,'2023-08-11 13:41:04'
1769,2,3,39.1,'2020-12-05 13:41:04'
1770,1,5,107.12,'2021-07-17 13:41:04'
1771,1,14,104.19,'2025-03-21 13:41:04'
1772,2,16,113.02,'2025-02-14 13:41:04'
1773,2,5,68.1,'2023-09-22 13:41:04'
1774,1,2,115.71,'2022-09-06 13:41:04'
1775,3,2,63.79,'2020-06-28 13:41:04'
1776,2,13,41.07,'2020-04-27 13:41:04'
1777,2,13,36.26,'2024-08-01 13:41:04'
1778,2,11,112.41,'2022-02-24 13:41:04'
1779,1,20,91.85,'2024-11-20 13:41:04'
1780,1,11,75.88,'2021-01-14 13:41:04'
1781,3,6,118.85,'2023-02-13 13:41:04'
1782,2,3,112.91,'2022-07-11 13:41:04'
1783,2,8,51.59,'2023-04-12 13:41:04'
1784,3,16,95.86,'2022-03-02 13:41:04'
1785,1,12,24.98,'2023-04-20 13:41:04'
1786,1,14,96.37,'2023-03-01 13:41:04'
1787,1,19,63.7,'2020-05-17 13:41:04'
1788,1,3,57.85,'2021-11-13 13:41:04'
1789,1,19,81.07,'2021-03-19 13:41:04'
1790,2,13,80.04,'2022-11-03 13:41:04'
1791,2,3,55.91,'2022-08-28 13:41:04'
1792,3,9,67.13,'2024-06-27 13:41:04'
1793,2,19,49.92,'2021-04-18 13:41:04'
1794,1,5,21.58,'2024-08-17 13:41:04'
1795,3,10,75.73,'2024-03-19 13:41:04'
1796,1,18,52.34,'2024-07-25 13:41:04'
1797,3,1,73.32,'2023-09-16 13:41:04'
1798,2,18,109.57,'2024-08-01 13:41:04'
1799,1,12,37.33,'2021-01-01 13:41:04'
1800,2,16,48.35,'2020-05-11 13:41:04'
1801,1,3,101.4,'2020-10-19 13:41:04'
1802,1,7,57.11,'2023-06-13 13:41:04'
1803,2,10,75.51,'2022-06-08 13:41:04'
1804,3,19,48.02,'2024-06-25 13:41:04'
1805,2,4,20.54,'2024-03-22 13:41:04'
1806,3,6,74.45,'2022-01-30 13:41:04'
1807,3,6,53.6,'2023-06-07 13:41:04'
1808,1,13,109.6,'2025-01-20 13:41:04'
1809,3,18,80.95,'2021-01-11 13:41:04'
1810,1,14,41.04,'2021-03-16 13:41:04'
1811,3,3,100.55,'2024-05-13 13:41:04'
1812,2,9,82.85,'2024-08-06 13:41:04'
1813,1,15,27.7,'2022-12-15 13:41:04'
1814,3,4,45.52,'2021-12-30 13:41:04'
1815,3,9,27.89,'2024-01-23 13:41:04'
1816,3,9,86.03,'2023-03-22 13:41:04'
1817,1,9,76.29,'2022-12-26 13:41:04'
1818,1,16,71.02,'2024-08-15 13:41:04'
1819,3,7,49.23,'2021-10-31 13:41:04'
1820,2,4,25.24,'2021-04-26 13:41:04'
1821,3,8,57.51,'2021-10-04 13:41:04'
1822,1,1,105.37,'2021-07-20 13:41:04'
1823,3,2,114.0,'2024-07-15 13:41:04'
1824,1,13,30.82,'2022-05-17 13:41:04'
1825,1,16,75.63,'2024-08-26 13:41:04'
1826,1,16,51.92,'2021-12-05 13:41:04'
1827,1,15,82.24,'2021-05-22 13:41:04'
1828,2,12,40.78,'2020-04-28 13:41:04'
1829,3,11,104.93,'2022-03-02 13:41:04'
1830,1,4,70.04,'2023-09-20 13:41:04'
1831,2,17,32.87,'2024-02-07 13:41:04'
1832,1,3,56.17,'2023-01-20 13:41:04'
1833,1,1,90.8,'2020-12-18 13:41:04'
1834,2,15,67.23,'2022-06-20 13:41:04'
1835,2,11,27.85,'2020-07-15 13:41:04'
1836,2,5,75.15,'2024-10-01 13:41:04'
1837,2,12,106.53,'2024-06-30 13:41:04'
1838,2,16,114.51,'2020-03-27 13:41:04'
1839,1,19,31.7,'2022-11-19 13:41:04'
1840,2,7,75.65,'2022-01-18 13:41:04'
1841,1,10,99.89,'2024-10-03 13:41:04'
1842,2,4,55.2,'2022-11-18 13:41:04'
1843,3,9,26.39,'2021-04-12 13:41:04'
1844,1,7,68.64,'2021-10-02 13:41:04'
1845,2,15,57.41,'2021-01-19 13:41:04'
1846,1,6,117.16,'2021-01-27 13:41:04'
1847,1,5,42.07,'2020-06-02 13:41:04'
1848,3,14,68.72,'2020-07-15 13:41:04'
1849,1,5,108.93,'2023-08-17 13:41:04'
1850,3,3,69.56,'2023-03-20 13:41:04'
1851,2,18,33.22,'2020-07-08 13:41:04'
1852,2,8,42.82,'2021-12-10 13:41:04'
1853,1,8,97.22,'2020-10-14 13:41:04'
1854,2,2,45.29,'2021-09-28 13:41:04'
1855,3,3,31.26,'2024-08-04 13:41:04'
1856,1,13,107.38,'2021-12-02 13:41:04'
1857,1,20,67.75,'2020-09-27 13:41:04'
1858,2,3,22.1,'2023-01-08 13:41:04'
1859,2,5,28.34,'2020-09-23 13:41:04'
1860,2,2,72.21,'2024-10-15 13:41:04'
1861,3,2,78.83,'2022-09-30 13:41:04'
1862,2,13,68.6,'2025-02-11 13:41:04'
1863,1,4,55.36,'2022-10-24 13:41:04'
1864,1,20,26.74,'2023-03-14 13:41:04'
1865,2,20,23.87,'2021-08-30 13:41:04'
1866,2,16,101.54,'2020-06-01 13:41:04'
1867,1,10,84.34,'2020-12-12 13:41:04'
1868,3,17,30.11,'2022-02-09 13:41:04'
1869,1,14,34.53,'2023-11-25 13:41:04'
1870,2,6,73.38,'2022-10-07 13:41:04'
1871,3,18,80.85,'2022-04-17 13:41:04'
1872,2,9,46.19,'2022-11-20 13:41:04'
1873,2,17,64.14,'2022-07-01 13:41:04'
1874,3,8,93.71,'2021-10-05 13:41:04'
1875,2,4,42.0,'2024-05-20 13:41:04'
1876,2,1,31.36,'2024-08-25 13:41:04'
1877,1,7,118.88,'2020-12-11 13:41:04'
1878,3,5,99.32,'2024-04-04 13:41:04'
1879,2,20,111.33,'2020-06-26 13:41:04'
1880,1,19,24.02,'2021-03-21 13:41:04'
1881,2,15,25.44,'2021-06-05 13:41:04'
1882,2,5,53.4,'2023-08-20 13:41:04'
1883,3,10,73.08,'2023-12-17 13:41:04'
1884,1,13,115.51,'2021-08-23 13:41:04'
1885,1,13,74.11,'2024-09-21 13:41:04'
1886,2,7,88.17,'2020-09-04 13:41:04'
1887,1,8,93.09,'2020-10-14 13:41:04'
1888,1,9,32.0,'2024-06-21 13:41:04'
1889,2,17,76.54,'2022-12-15 13:41:04'
1890,3,2,45.53,'2021-05-10 13:41:04'
1891,3,3,63.9,'2022-03-28 13:41:04'
1892,2,13,92.75,'2023-02-02 13:41:04'
1893,3,6,88.36,'2020-12-27 13:41:04'
1894,1,16,22.77,'2025-02-14 13:41:04'
1895,2,9,115.52,'2023-12-01 13:41:04'
1896,1,16,91.78,'2023-11-25 13:41:04'
1897,3,2,116.54,'2024-03-06 13:41:04'
1898,2,2,55.52,'2024-11-13 13:41:04'
1899,1,19,81.95,'2025-03-10 13:41:04'
1900,1,11,78.68,'2020-08-31 13:41:04'
1901,3,14,25.43,'2022-08-23 13:41:04'
1902,1,3,21.26,'2024-01-14 13:41:04'
1903,1,8,83.31,'2021-07-02 13:41:04'
1904,2,7,24.62,'2023-03-28 13:41:04'
1905,2,3,86.47,'2023-12-15 13:41:04'
1906,2,7,35.03,'2024-08-12 13:41:04'
1907,1,3,26.6,'2022-06-29 13:41:04'
1908,3,7,31.77,'2023-11-23 13:41:04'
1909,2,20,67.93,'2022-09-03 13:41:04'
1910,3,3,99.14,'2021-01-14 13:41:04'
1911,1,17,46.89,'2022-09-15 13:41:04'
1912,2,10,33.08,'2022-06-23 13:41:04'
1913,2,1,55.18,'2023-10-31 13:41:04'
1914,1,12,48.73,'2023-07-22 13:41:04'
1915,3,13,75.06,'2020-05-30 13:41:04'
1916,2,10,104.61,'2024-07-11 13:41:04'
1917,1,1,104.13,'2021-09-23 13:41:04'
1918,3,17,80.34,'2021-09-03 13:41:04'
1919,1,4,86.38,'2022-12-16 13:41:04'
1920,2,16,54.89,'2020-10-02 13:41:04'
